time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,pitch_sum,raw_divergence,color_count,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw,pos_z_inverted
0 days 00:00:31.305191,-1.289699606060606,0.07986051515151515,-0.19058281818181821,0.14385733333333334,-0.06317351515151515,0.27483457575757575,-0.109215,0.07426457575757575,-0.18116200000000002,0.0014610606060606061,-0.002598,-0.00020763636363636362,5.254388636363636,-10.0,7.0,0.073035,0.06829,0.10394,-40.391163484848484,-0.067932,4610.0,6459.0,20.424242424242426,59.18181818181818,24.78787878787879,0.19058281818181821
0 days 00:00:31.370191,-1.2803861818181819,0.07577612121212121,-0.1728812121212122,0.1388048181818182,-0.06142621212121212,0.25951378787878787,-0.052208090909090905,-0.006152393939393939,-0.3286959696969697,-0.006403727272727273,-0.0077757272727272736,-2.706060606060606e-05,5.219290090909091,-6.363636363636363,7.0,0.09274093939393939,0.061995242424242425,0.10394,-40.57515390909091,0.1469008787878788,4708.181818181818,6622.454545454545,183.0,132.84848484848484,14.606060606060606,0.1728812121212122
0 days 00:00:31.435191,-1.271328303030303,0.07172960606060606,-0.1565293030303031,0.13528772727272728,-0.06028563636363636,0.23660727272727272,-0.06496896969696969,0.06057242424242425,-0.2835827272727273,0.0006373636363636363,-0.006080363636363636,0.0001336969696969697,5.184425909090908,-4.0,7.0,0.07893924242424243,0.06011269696969697,0.10394,-40.820699,0.02608742424242424,4732.0,6505.363636363636,-153.42424242424244,-14.787878787878787,-24.757575757575758,0.1565293030303031
0 days 00:00:31.500191,-1.2624263235294118,0.06787591176470588,-0.14118655882352937,0.13007702941176472,-0.05447741176470588,0.2227679705882353,-0.08319244117647058,0.08776855882352941,-0.1366359705882353,0.003777470588235294,-0.00385714705882353,-7.238235294117647e-05,5.149272352941177,-4.0,6.205882352941177,0.08752835294117646,0.05845829411764706,0.10394,-40.975387647058824,0.10347717647058823,4801.882352941177,6428.35294117647,51.76470588235294,10.382352941176471,-6.705882352941177,0.14118655882352937
0 days 00:00:31.565191,-1.2538830909090908,0.06439957575757575,-0.12649584848484852,0.12492403030303029,-0.04940693939393939,0.21516384848484849,-0.06712654545454545,0.07301242424242424,-0.14871639393939393,0.0028068181818181816,-0.005039090909090909,-0.00018036363636363635,5.114356090909091,-2.1818181818181817,6.0,0.06347336363636363,0.056236575757575756,0.10394,-41.11820596969697,-0.025268939393939392,4792.727272727273,6503.545454545455,-49.27272727272727,-2.393939393939394,24.636363636363637,0.12649584848484852
0 days 00:00:31.630191,-1.245753909090909,0.06130072727272728,-0.11269069696969702,0.12162072727272727,-0.04449015151515152,0.20227218181818182,-0.031683636363636365,0.07373448484848484,-0.21592369696969696,0.0033141212121212123,-0.008313181818181819,-7.363636363636364e-06,5.0801929090909095,0.0,5.0,0.07470621212121213,0.05451924242424242,0.10394,-41.334934000000004,0.12343227272727274,4874.0,6530.575757575758,91.81818181818181,78.87878787878788,9.393939393939394,0.11269069696969702
0 days 00:00:31.695191,-1.2377682424242424,0.05854287878787879,-0.09981048484848487,0.12034457575757576,-0.038625454545454546,0.18781721212121213,-0.012939121212121213,0.11297521212121212,-0.22167545454545454,0.007916969696969697,-0.010036151515151515,9.827272727272728e-05,5.046257787878788,1.5757575757575757,5.0,0.05798360606060606,0.053924515151515154,0.10394,-41.64685009090909,0.010027090909090907,4859.818181818182,6541.606060606061,-110.45454545454545,15.757575757575758,-18.515151515151516,0.09981048484848487
0 days 00:00:31.760191,-1.229722705882353,0.05623079411764706,-0.08771117647058824,0.11967555882352941,-0.03060608823529412,0.17375135294117647,-0.006073558823529411,0.10280794117647059,-0.18269573529411764,0.00746,-0.010705117647058823,-7.023529411764706e-05,5.0120410294117645,2.8823529411764706,5.0,0.0778349705882353,0.053629588235294116,0.10394,-41.99206232352941,0.15249817647058822,4965.411764705882,6506.617647058823,-36.088235294117645,65.47058823529412,-3.823529411764706,0.08771117647058824
0 days 00:00:31.825191,-1.221708121212121,0.05433751515151515,-0.07643475757575768,0.11928124242424243,-0.027015424242424244,0.16269724242424244,-0.01027269696969697,0.00486860606060606,-0.1753841212121212,-0.0021723939393939393,-0.010197575757575758,-0.00015893939393939394,4.978055181818182,4.393939393939394,5.0,0.07921066666666668,0.053650333333333335,0.10394,-42.350681606060604,0.10352666666666666,5012.060606060606,6537.333333333333,79.15151515151516,33.03030303030303,21.757575757575758,0.07643475757575768
0 days 00:00:31.890191,-1.2138647575757575,0.052518272727272726,-0.06610087878787885,0.11797830303030303,-0.02843178787878788,0.15060766666666667,-0.02765966666666667,-0.03199739393939394,-0.15090030303030302,-0.00594669696969697,-0.008326121212121212,3.515151515151515e-06,4.944802515151515,5.0,5.0,0.07214481818181818,0.053484636363636366,0.10394,-42.653642272727275,0.05005521212121212,5051.212121212121,6487.060606060606,23.848484848484848,-9.575757575757576,3.1818181818181817,0.06610087878787885
0 days 00:00:31.955191,-1.2061320606060606,0.05058118181818182,-0.05640672727272733,0.11623178787878788,-0.02994787878787879,0.14334918181818182,-0.019708333333333335,-0.011949212121212121,-0.12034727272727273,-0.004034787878787878,-0.009038848484848485,6.306060606060606e-05,4.911771909090909,6.151515151515151,5.0,0.06736790909090909,0.052999000000000004,0.10394,-42.93126460606061,0.04596472727272727,5076.424242424242,6524.454545454545,-24.545454545454547,24.12121212121212,-19.060606060606062,0.05640672727272733
0 days 00:00:32.020191,-1.1983610294117648,0.048556764705882355,-0.047164000000000095,0.11581097058823529,-0.030310323529411765,0.13159779411764708,0.006166470588235294,-0.0010311470588235294,-0.19524682352941178,-0.002928823529411765,-0.011546676470588236,-8.638235294117648e-05,4.87846705882353,7.676470588235294,4.323529411764706,0.06722341176470588,0.05259870588235294,0.10394,-43.27627126470588,0.06878858823529412,5127.882352941177,6548.764705882353,88.20588235294117,57.5,-2.735294117647059,0.047164000000000095
0 days 00:00:32.085191,-1.1905677878787877,0.046549909090909086,-0.03874651515151517,0.1167049696969697,-0.02886939393939394,0.11994575757575758,0.017401090909090908,0.058416363636363634,-0.16082675757575757,0.0033557575757575757,-0.012773939393939395,-0.00011963636363636365,4.84538706060606,8.787878787878787,4.0,0.05478403030303031,0.05295051515151516,0.10394,-43.68850178787879,0.01103112121212121,5139.69696969697,6538.787878787879,-95.66666666666667,9.909090909090908,11.727272727272727,0.03874651515151517
0 days 00:00:32.150191,-1.1828128787878789,0.044824393939393935,-0.031173030303030314,0.11817242424242425,-0.023050848484848483,0.10954260606060606,0.030163545454545453,0.09444548484848485,-0.1554461515151515,0.00736339393939394,-0.014230151515151515,-4.627272727272727e-05,4.813020333333333,9.575757575757576,4.0,0.048987363636363634,0.053600636363636364,0.10394,-44.12831060606061,0.01619227272727273,5154.121212121212,6543.272727272727,-69.72727272727273,22.181818181818183,6.393939393939394,0.031173030303030314
0 days 00:00:32.215191,-1.1747977647058823,0.04344332352941177,-0.024181705882353022,0.12108123529411763,-0.01910779411764706,0.09914858823529413,0.055650647058823534,0.01765952941176471,-0.15537114705882354,-0.00012811764705882353,-0.01707014705882353,-1.5529411764705882e-05,4.780385235294117,10.676470588235293,4.0,0.05979047058823529,0.05488576470588235,0.10394,-44.653466264705884,0.0983881176470588,5228.235294117647,6550.529411764706,65.1470588235294,78.38235294117646,1.0294117647058822,0.024181705882353022
0 days 00:00:32.280191,-1.1665432727272727,0.04215233333333333,-0.017884575757575738,0.12502742424242425,-0.01987730303030303,0.0887570606060606,0.054988333333333334,-0.026467303030303032,-0.15450815151515152,-0.004556333333333333,-0.017297666666666666,-1.1212121212121212e-06,4.747970272727272,11.484848484848484,4.0,0.066322,0.055346,0.10394,-45.24127412121212,0.130678,5278.363636363636,6556.181818181818,32.27272727272727,45.09090909090909,-5.242424242424242,0.017884575757575738
0 days 00:00:32.345191,-1.158180696969697,0.04078787878787879,-0.0123633636363637,0.12779024242424242,-0.021208424242424244,0.07854636363636364,0.028898969696969697,-0.00992969696969697,-0.15342887878787878,-0.002963151515151515,-0.014898060606060607,-4.460606060606061e-05,4.7162543333333335,12.0,4.0,0.06462999999999999,0.057437272727272726,0.10394,-45.77307739393939,0.08821709090909091,5322.454545454545,6559.454545454545,-21.060606060606062,-1.7272727272727273,-3.878787878787879,0.0123633636363637
0 days 00:00:32.410191,-1.149686090909091,0.0393779696969697,-0.007502303030303081,0.1292449696969697,-0.02134881818181818,0.0691169393939394,0.019843424242424242,0.0013240303030303028,-0.11950993939393939,-0.001877060606060606,-0.014195575757575758,-8.69090909090909e-05,4.684750575757576,12.0,4.0,0.06704327272727273,0.05969863636363637,0.10394,-46.24539996969697,0.07631163636363636,5383.0,6528.454545454545,-10.333333333333334,25.03030303030303,4.515151515151516,0.007502303030303081
0 days 00:00:32.475191,-1.1409676470588237,0.03794485294117647,-0.0030894999999999673,0.13080214705882354,-0.02147379411764706,0.06289423529411764,0.027002500000000002,-0.005531323529411765,-0.10185811764705882,-0.0025878235294117644,-0.01508779411764706,-5.364705882352941e-05,4.652985029411765,12.941176470588236,3.5294117647058822,0.061457558823529414,0.060501029411764704,0.10394,-46.73596744117647,0.045890058823529416,5401.705882352941,6560.85294117647,79.47058823529412,27.38235294117647,6.205882352941177,0.0030894999999999673
0 days 00:00:32.540191,-1.132127515151515,0.03650654545454545,0.0008027272727272328,0.13290330303030304,-0.02090790909090909,0.05229521212121212,0.03675484848484848,0.04066948484848485,-0.173267,0.002307,-0.016161666666666668,2.7606060606060606e-05,4.621433939393939,14.0,3.0,0.05431990909090909,0.061743090909090914,0.10394,-47.25608427272727,0.03588509090909091,5429.090909090909,6569.454545454545,-41.96969696969697,22.181818181818183,-4.454545454545454,-0.0008027272727272328
0 days 00:00:32.605191,-1.1232538484848484,0.03528560606060606,0.00396321212121209,0.1358681515151515,-0.015364000000000001,0.0446,0.05314372727272727,0.10808857575757576,-0.08501524242424242,0.009534636363636363,-0.018236575757575757,-1.0878787878787878e-05,4.590563363636364,14.363636363636363,3.0,0.06112599999999999,0.06292633333333333,0.10394,-47.82360815151515,0.08815366666666667,5484.0,6542.333333333333,-112.27272727272727,62.96969696969697,-8.696969696969697,-0.00396321212121209
0 days 00:00:32.670191,-1.114152878787879,0.03447969696969697,0.006686787878787848,0.13960187878787877,-0.009862636363636363,0.037433939393939394,0.054571999999999996,0.04422860606060606,-0.12264090909090909,0.003410030303030303,-0.01860339393939394,-0.00012654545454545454,4.55989903030303,15.0,3.0,0.06551581818181818,0.0651000303030303,0.10394,-48.440265787878786,0.07768136363636363,5549.090909090909,6558.636363636364,52.03030303030303,39.84848484848485,10.696969696969697,-0.006686787878787848
0 days 00:00:32.735191,-1.1046807352941177,0.03385423529411764,0.008958176470588164,0.14259270588235293,-0.009510647058823528,0.031054764705882355,0.036289176470588234,-0.019553705882352942,-0.07195891176470588,-0.002915911764705882,-0.017121617647058822,-5.9e-05,4.528980117647059,15.0,3.0,0.0636269411764706,0.06665188235294119,0.10394,-49.03665788235294,0.05288505882352941,5589.117647058823,6531.0,51.294117647058826,8.617647058823529,9.0,-0.008958176470588164
0 days 00:00:32.800191,-1.0950386666666667,0.03316957575757575,0.010887909090909087,0.14490172727272727,-0.01077090909090909,0.026638727272727272,0.03404348484848485,-0.010253060606060606,-0.0626469393939394,-0.002023,-0.017131727272727274,3.736363636363636e-05,4.498269818181818,15.0,3.0,0.067205,0.06854833333333334,0.10394,-49.608329636363635,0.07655833333333333,5652.181818181818,6531.333333333333,-16.727272727272727,28.424242424242426,-11.393939393939394,-0.010887909090909087
0 days 00:00:32.865191,-1.0853910606060606,0.032451848484848486,0.012511303030303011,0.14715048484848486,-0.010771878787878789,0.022584969696969697,0.03725533333333333,0.006144515151515152,-0.06123687878787879,-0.00038527272727272726,-0.01769539393939394,-4.4424242424242424e-05,4.46822196969697,15.151515151515152,3.0,0.04515057575757576,0.06960239393939394,0.10394,-50.17737178787878,-0.04699081818181818,5626.757575757576,6538.545454545455,-16.454545454545453,-5.757575757575758,-8.272727272727273,-0.012511303030303011
0 days 00:00:32.930191,-1.0755670909090909,0.031752,0.01383315151515152,0.150553,-0.010491909090909092,0.016856545454545457,0.06871439393939394,9.31818181818182e-05,-0.11824333333333333,-0.0009854848484848486,-0.02110757575757576,-0.00013045454545454544,4.438374787878788,16.242424242424242,3.0,0.048460939393939396,0.07158618181818183,0.10394,-50.81201354545454,0.05981187878787879,5677.666666666667,6587.69696969697,6.696969696969697,63.18181818181818,9.969696969696969,-0.01383315151515152
0 days 00:00:32.995191,-1.0652883529411763,0.031041264705882355,0.014669794117647017,0.1560909411764706,-0.010775382352941176,0.008148676470588236,0.0892350294117647,-0.006768323529411764,-0.12750220588235295,-0.0016915882352941177,-0.023601823529411765,-5.520588235294118e-05,4.408279911764706,17.0,3.0,0.06280626470588235,0.07420347058823529,0.10394,-51.57219458823529,0.1085039411764706,5769.882352941177,6577.823529411765,6.647058823529412,84.70588235294117,8.147058823529411,-0.014669794117647017
0 days 00:00:33.060191,-1.0546300909090907,0.030304,0.01497478787878781,0.16137978787878787,-0.011174515151515152,0.001763878787878788,0.06132939393939394,-0.004184818181818182,-0.06553560606060606,-0.0014706969696969697,-0.021331757575757577,2.3484848484848483e-05,4.378388090909091,17.0,3.0,0.07002781818181818,0.07656266666666667,0.10394,-20.653972000000003,0.10513842424242424,5829.272727272727,6543.727272727273,-2.272727272727273,53.57575757575758,-7.242424242424242,-0.01497478787878781
0 days 00:00:33.125191,-1.043872666666667,0.02955945454545455,0.014957030303030194,0.16371027272727273,-0.011328121212121211,-0.0021705757575757574,0.016535636363636363,-0.0010917575757575758,-0.05295515151515151,-0.0011757272727272727,-0.017095484848484846,-3.348484848484849e-05,4.349141121212122,16.515151515151516,3.0,0.055574515151515146,0.0795901515151515,0.10394,-0.6819857878787879,0.01058790909090909,5840.666666666667,6526.090909090909,-3.0606060606060606,-248.0,-7.303030303030303,-0.014957030303030194
0 days 00:00:33.190191,-1.0328135294117649,0.028797323529411764,0.014776235294117646,0.16730523529411764,-0.011403529411764706,-0.0018181764705882352,0.13086855882352944,-0.001624794117647059,0.06458952941176471,-0.0012528529411764706,-0.02977685294117647,-9.594117647058825e-05,4.319651352941176,15.294117647058824,3.0,0.070779,0.080315,0.10394,-1.3926955,0.136617,5928.470588235294,6453.264705882353,0.35294117647058826,-143.61764705882354,4.205882352941177,-0.014776235294117646
0 days 00:00:33.255191,-1.0210755757575756,0.02802748484848485,0.014808727272727196,0.18606848484848484,-0.011570515151515153,0.0024656666666666664,0.4413697878787879,-0.0032156363636363637,0.03300003030303031,-0.0014253333333333334,-0.06329018181818181,-3.7999999999999995e-05,4.290360333333334,21.21212121212121,2.8484848484848486,0.07121827272727273,0.08247003030303031,0.10394,-2.9217832424242425,0.13063348484848486,6010.606060606061,6592.060606060606,21.151515151515152,208.9090909090909,4.484848484848484,-0.014808727272727196
0 days 00:00:33.320191,-1.0075444545454544,0.027260272727272727,0.014482666666666644,0.2264177272727273,-0.01143451515151515,-0.02223369696969697,0.7494024848484848,0.018871000000000002,-0.8352149999999999,0.0008431818181818182,-0.08995712121212121,3.636363636363636e-05,4.2617013939393935,29.454545454545453,2.0,0.07611757575757576,0.10280118181818182,0.10394,-5.507451454545455,0.09167148484848485,6093.272727272727,7220.606060606061,57.666666666666664,314.75757575757575,-5.424242424242424,-0.014482666666666644
0 days 00:00:33.385191,-0.9908934242424241,0.026612242424242424,0.011160181818181791,0.2763151818181818,-0.007268121212121212,-0.07445451515151516,0.7055559696969697,0.10275572727272728,-0.6219926666666666,0.009201636363636363,-0.09126457575757577,1.6696969696969698e-05,4.233233787878788,33.93939393939394,2.0303030303030303,0.082486,0.120285,0.10394,-8.569748181818182,0.108083,6170.909090909091,6942.090909090909,-137.93939393939394,216.87878787878788,-10.393939393939394,-0.011160181818181791
0 days 00:00:33.450191,-0.9709331176470588,0.026360235294117646,0.005068970588235189,0.31513276470588236,-0.0009368823529411765,-0.101081,0.44370564705882354,0.05426326470588235,-0.13754664705882355,0.005041529411764706,-0.07287008823529412,1.8970588235294116e-05,4.204529794117647,31.11764705882353,2.8529411764705883,0.10570958823529412,0.1524682941176471,0.10394,-11.34142194117647,0.17665988235294117,6336.529411764706,6531.441176470588,-63.35294117647059,-133.94117647058823,9.970588235294118,-0.005068970588235189
0 days 00:00:33.515191,-0.948968515151515,0.026298303030303033,-0.0016315151515151616,0.33763936363636365,-0.002528878787878788,-0.09424333333333333,0.26275457575757577,-0.08297796969696969,0.2786905757575758,-0.008942272727272728,-0.05980678787878788,2.6727272727272725e-05,4.176019636363637,25.272727272727273,2.0,0.10428518181818182,0.16822766666666666,0.10394,-13.521321545454546,0.1043619393939394,6437.393939393939,6353.515151515152,284.3939393939394,-78.3030303030303,12.606060606060606,0.0016315151515151616
0 days 00:00:33.580191,-0.9261090909090908,0.025978818181818183,-0.007241545454545473,0.35400045454545453,-0.0059661212121212125,-0.07684860606060606,0.24620363636363637,0.00987318181818182,0.20944354545454544,0.0006607575757575758,-0.05944233333333333,0.00014072727272727273,4.148124454545454,23.03030303030303,2.0,0.130011,0.176305,0.10394,-15.472041606060605,0.24806000000000003,6600.606060606061,6440.454545454545,-150.84848484848484,97.9090909090909,-19.848484848484848,0.007241545454545473
0 days 00:00:33.645191,-0.9021793333333332,0.025695454545454546,-0.011995818181818163,0.3700248181818182,-0.0018524545454545454,-0.06995054545454546,0.2314339696969697,0.08427275757575757,-0.028741727272727273,0.008309212121212122,-0.05798336363636364,-1.5272727272727273e-05,4.120415515151516,23.757575757575758,2.121212121212121,0.124571,0.19003063636363635,0.10394,-17.427004939393942,0.10748027272727273,6707.272727272727,6631.939393939394,-99.27272727272727,80.66666666666667,-10.666666666666666,0.011995818181818163
0 days 00:00:33.710191,-0.8768895882352941,0.025717882352941174,-0.016773794117647123,0.3829131764705882,0.001407970588235294,-0.07126161764705882,0.14802926470588235,-0.0064538529411764705,0.05541805882352941,-0.0007555000000000001,-0.05115697058823529,-0.0001455,4.092476558823529,21.529411764705884,2.764705882352941,0.1429359705882353,0.2003500588235294,0.10394,-19.26102588235294,0.19912055882352941,6911.764705882353,6483.970588235294,35.61764705882353,-13.117647058823529,26.352941176470587,0.016773794117647123
0 days 00:00:33.775191,-0.8509317878787876,0.025692424242424242,-0.0213536060606061,0.3903893939393939,-0.0032707575757575757,-0.06479475757575757,0.08414693939393939,-0.10201645454545455,0.1144070303030303,-0.01072290909090909,-0.045735,1.4424242424242423e-05,4.0647261212121215,19.96969696969697,2.0,0.146388,0.206379,0.10394,-20.873287969696968,0.161504,7035.454545454545,6472.30303030303,266.6969696969697,5.757575757575758,9.787878787878787,0.0213536060606061
0 days 00:00:33.840191,-0.8249769696969693,0.025334212121212122,-0.02539975757575763,0.39499324242424244,-0.005730606060606061,-0.05829566666666666,0.05882136363636364,0.05164560606060606,0.0727600909090909,0.0050012727272727275,-0.04344378787878788,0.00015639393939393938,4.037574333333334,18.87878787878788,2.121212121212121,0.170335,0.2141848181818182,0.10394,-22.340924454545455,0.24743872727272728,7292.424242424242,6511.121212121212,-248.78787878787878,47.878787878787875,-34.878787878787875,0.02539975757575763
0 days 00:00:33.905191,-0.7987693636363633,0.0251639696969697,-0.029114242424242542,0.3980357575757576,0.0009892727272727273,-0.054372303030303035,0.03138287878787879,0.09769009090909091,0.05499581818181818,0.009879121212121212,-0.04085021212121212,-0.00010945454545454546,4.01060403030303,18.0,3.0,0.166165,0.218513,0.10394,-23.735709,0.150516,7426.0,6507.393939393939,-186.21212121212122,37.54545454545455,-1.4545454545454546,0.029114242424242542
0 days 00:00:33.970191,-0.7720311470588235,0.025304794117647057,-0.032634705882352955,0.3988896764705882,0.0007491470588235294,-0.05063394117647059,-0.005257411764705882,-0.11175541176470588,0.059061,-0.011628617647058824,-0.03722329411764706,-0.0002078529411764706,3.983409617647059,17.058823529411764,2.9705882352941178,0.19289323529411764,0.22315505882352943,0.10394,-25.04370123529412,0.2822424705882353,7721.176470588235,6499.323529411765,279.9117647058824,20.205882352941178,43.088235294117645,0.032634705882352955
0 days 00:00:34.035191,-0.7453159999999999,0.02501581818181818,-0.035889030303030256,0.3974646060606061,-0.009489060606060607,-0.046375151515151515,-0.03505451515151515,-0.1320079090909091,0.06694166666666666,-0.014158303030303031,-0.03409966666666667,0.0001344848484848485,3.956398818181818,15.757575757575758,2.0,0.21562736363636364,0.22672627272727272,0.10394,-26.235937484848485,0.2762990909090909,8072.30303030303,6486.242424242424,156.5151515151515,24.424242424242426,-10.454545454545455,0.035889030303030256
